contig_id,length_bp,length_kb,mapped_reads,RPM,RPKM,best_hit,identity,evalue,bitscore,taxid
k141_4708,1365,1.365,79,17.42,12.76,WZO79684.1,43.5,4.99e-49,171.0,2809302.0
k141_96546,8318,8.318,481,106.06,12.75,AYV81302.1,31.4,8.02e-41,150.0,2487768.0
k141_127579,1124,1.124,65,14.33,12.75,XDO01843.1,41.7,1.29e-10,61.2,3240092.0
k141_13494,6552,6.552,379,83.57,12.75,AYV84548.1,28.2,4.76e-14,73.2,2487770.0
k141_124149,1729,1.729,100,22.05,12.75,AGE49131.1,45.2,2.86e-82,256.0,1278268.0
k141_94966,3821,3.821,221,48.73,12.75,ARF09969.1,34.1,3.5e-51,191.0,1977633.0
k141_162079,5193,5.193,300,66.15,12.74,YP_009001498.1,31.2,2.78e-18,88.6,62099.0
k141_87564,5280,5.28,305,67.25,12.74,AYV82944.1,27.6,4.87e-14,79.3,2487770.0
k141_24218,1090,1.09,63,13.89,12.74,QKU34944.1,25.1,1.13e-22,102.0,
k141_46058,5246,5.246,303,66.81,12.74,AGE49280.1,24.0,5.39e-09,63.2,1278268.0
k141_140880,9763,9.763,564,124.36,12.74,AYV78344.1,31.7,3.87e-31,133.0,2487765.0
k141_89805,3827,3.827,221,48.73,12.73,AKS26367.1,38.0,3.45e-34,122.0,109981.0
k141_143540,1905,1.905,110,24.25,12.73,QIH04859.1,34.1,4.13e-28,112.0,2713452.0
k141_145231,1074,1.074,62,13.67,12.73,AGE55605.1,26.5,1.1e-13,75.9,1278272.0
k141_169926,1455,1.455,84,18.52,12.73,AYV75783.1,37.2,9.51e-73,243.0,2487775.0
k141_12508,2098,2.098,121,26.68,12.72,QPI16652.1,35.4,3.43e-39,151.0,2763270.0
k141_129839,4195,4.195,242,53.36,12.72,ABY48141.1,34.1,6.21e-112,356.0,3880.0
k141_162563,2496,2.496,144,31.75,12.72,QFG74551.1,28.0,2.46e-19,94.7,1737588.0
k141_47536,2132,2.132,123,27.12,12.72,QDY52220.1,32.7,2.06e-20,94.0,2596887.0
k141_32710,1872,1.872,108,23.81,12.72,QDY52085.1,29.5,1.19e-15,75.5,2596887.0
k141_69587,2877,2.877,166,36.6,12.72,QKF94222.1,40.4,3.36e-51,188.0,3070911.0
k141_25594,17445,17.445,1006,221.82,12.72,QFG74415.1,21.9,3.88e-09,63.9,1737588.0
k141_91478,3453,3.453,199,43.88,12.71,QBK88840.1,28.4,4.53e-22,104.0,2506608.0
k141_103071,9315,9.315,537,118.41,12.71,WBR14998.1,47.0,4.58e-103,311.0,3019033.0
k141_109936,1873,1.873,108,23.81,12.71,QFG74328.1,31.1,3.02e-15,76.3,1737588.0
k141_37474,1371,1.371,79,17.42,12.71,QIG60154.1,44.5,1.3799999999999998e-48,170.0,2704073.0
k141_171740,8952,8.952,516,113.78,12.71,QBK87503.1,35.9,1.03e-31,128.0,2506605.0
k141_110391,5085,5.085,293,64.61,12.71,UNY42172.1,57.5,1.61e-06,52.0,1955153.0
k141_59547,2585,2.585,149,32.85,12.71,WZO86892.1,23.0,1.95e-12,75.1,2809302.0
k141_123828,2829,2.829,163,35.94,12.7,QOI90313.1,38.9,1.26e-23,97.4,455367.0
k141_60750,4012,4.012,231,50.94,12.7,WZO75354.1,28.2,2.02e-36,141.0,2809302.0
k141_57165,3819,3.819,220,48.51,12.7,QPI16815.1,26.0,3.83e-18,89.7,2763270.0
k141_2245,1754,1.754,101,22.27,12.7,AYV76446.1,31.8,1.46e-09,61.2,2487775.0
k141_113949,1650,1.65,95,20.95,12.7,QBK87088.1,35.0,4.18e-24,110.0,2506604.0
k141_10399,1858,1.858,107,23.59,12.7,UKZ11078.1,24.3,1.08e-11,71.2,2909297.0
k141_170642,2343,2.343,135,29.77,12.7,YP_004061916.1,26.2,4.21e-17,87.4,880161.0
k141_76517,2239,2.239,129,28.44,12.7,AUF82538.1,28.8,8.12e-11,65.5,2060617.0
k141_107203,1996,1.996,115,25.36,12.7,AYV77759.1,25.2,2.96e-08,57.0,2487765.0
k141_114019,1234,1.234,71,15.66,12.69,WGU26825.1,64.3,5.880000000000001e-27,105.0,4568.0
k141_27266,4830,4.83,278,61.3,12.69,WYD65821.1,63.2,2.2299999999999998e-168,487.0,10497.0
k141_82522,7561,7.561,435,95.92,12.69,YP_003970003.1,36.5,7.55e-50,177.0,693272.0
k141_79489,4377,4.377,252,55.57,12.69,AUF82538.1,31.1,1.04e-30,118.0,2060617.0
k141_178284,8586,8.586,494,108.93,12.69,QFG73726.1,29.7,2.57e-15,77.0,1737588.0
k141_160474,2016,2.016,116,25.58,12.69,AYV78937.1,22.3,5.06e-10,61.2,2487765.0
k141_108116,1737,1.737,100,22.05,12.69,QIG59631.1,46.0,1.18e-110,340.0,2704071.0
k141_157435,1164,1.164,67,14.77,12.69,YP_009165054.1,39.4,5.2300000000000004e-70,231.0,1678078.0
k141_44915,1739,1.739,100,22.05,12.68,YP_009174129.1,32.7,3.48e-27,112.0,1586712.0
k141_111694,4676,4.676,269,59.31,12.68,AUF82510.1,43.0,2.13e-175,521.0,2060617.0
k141_7974,6557,6.557,377,83.13,12.68,UPW42252.1,45.9,1.94e-23,108.0,2937230.0
k141_83276,3703,3.703,213,46.97,12.68,UUT40455.1,58.5,1.27e-62,201.0,2971331.0
k141_158161,1235,1.235,71,15.66,12.68,CAD21956.1,36.8,4.17e-19,83.2,2847087.0
k141_100941,1704,1.704,98,21.61,12.68,APU88859.1,24.7,1.72e-16,87.4,1924548.0
k141_57200,3147,3.147,181,39.91,12.68,QPI16652.1,35.2,2.8399999999999997e-46,167.0,2763270.0
k141_145101,4434,4.434,255,56.23,12.68,YP_009553106.1,30.2,2.04e-13,72.8,2057187.0
k141_37271,2487,2.487,143,31.53,12.68,AYV80143.1,32.1,1.51e-41,162.0,2487767.0
k141_59454,6034,6.034,347,76.51,12.68,AII17161.1,25.7,2.45e-15,76.6,1474867.0
k141_51407,4624,4.624,266,58.65,12.68,AYV81302.1,26.2,2.04e-14,78.2,2487768.0
k141_4316,4555,4.555,262,57.77,12.68,QFG74715.1,37.7,2.94e-39,140.0,1737588.0
k141_16629,2124,2.124,122,26.9,12.67,AYV75735.1,29.5,1.68e-18,88.6,2487775.0
k141_152840,1741,1.741,100,22.05,12.67,XDO02062.1,30.1,1.1100000000000001e-32,132.0,3240092.0
k141_137544,8143,8.143,468,103.19,12.67,BCT22789.1,40.5,1.12e-12,62.4,1653087.0
k141_105183,1270,1.27,73,16.1,12.67,QKF94406.1,42.4,4.2e-31,121.0,3070911.0
k141_11029,11170,11.17,642,141.56,12.67,YP_004062122.1,28.3,5.29e-13,73.9,880161.0
k141_47028,4576,4.576,263,57.99,12.67,ARF12409.1,47.6,9.04e-61,202.0,1977640.0
k141_61824,1879,1.879,108,23.81,12.67,QKF93918.1,43.0,4.13e-91,285.0,3070911.0
k141_156577,7049,7.049,405,89.3,12.67,AAU93534.1,30.7,5.77e-06,48.1,4577.0
k141_107592,3238,3.238,186,41.01,12.67,YP_009001498.1,21.1,1.39e-08,60.8,62099.0
k141_68122,1479,1.479,85,18.74,12.67,QKU34252.1,31.8,3.6100000000000003e-32,128.0,
k141_107668,1619,1.619,93,20.51,12.67,SPN79811.1,28.4,1.63e-16,82.0,2126980.0
k141_99331,6021,6.021,346,76.29,12.67,QBK87125.1,34.2,1.4799999999999999e-40,144.0,2506605.0
k141_131597,1672,1.672,96,21.17,12.66,QKF94735.1,25.1,1.1299999999999999e-30,128.0,3070911.0
k141_51085,7489,7.489,430,94.81,12.66,QDY52194.1,26.4,4.49e-13,74.7,2596887.0
k141_27711,13571,13.571,779,171.77,12.66,UKZ11061.1,29.2,1.64e-33,135.0,2909297.0
k141_90751,4022,4.022,231,50.94,12.66,AMN84170.1,25.3,1.87e-19,92.8,1477405.0
k141_8969,1933,1.933,111,24.48,12.66,YP_002154639.1,31.4,2.43e-10,63.5,39420.0
k141_133149,7350,7.35,422,93.05,12.66,WGU26824.1,33.2,2.09e-66,222.0,4568.0
k141_60817,3883,3.883,223,49.17,12.66,BBI30599.1,48.0,1.08e-25,100.0,3114988.0
k141_99250,1517,1.517,87,19.18,12.65,WIL03931.1,36.5,5.37e-44,155.0,3032484.0
k141_125410,1603,1.603,92,20.29,12.65,QBK86221.1,25.4,1.15e-07,58.2,2506603.0
k141_145553,4341,4.341,249,54.9,12.65,WZO85486.1,28.8,5.06e-71,255.0,2809302.0
k141_148638,2196,2.196,126,27.78,12.65,AYV85088.1,22.9,4.67e-07,55.5,2487771.0
k141_125921,3731,3.731,214,47.19,12.65,AYV81272.1,55.6,1.46e-15,80.1,2487768.0
k141_134657,2544,2.544,146,32.19,12.65,AYV77759.1,31.5,3.15e-17,82.8,2487765.0
k141_38829,1220,1.22,70,15.43,12.65,YP_003969869.1,35.4,9.88e-07,50.1,693272.0
k141_109728,2875,2.875,165,36.38,12.65,AYV81995.1,37.7,7.38e-108,360.0,2487769.0
k141_81514,4411,4.411,253,55.79,12.65,CCQ71111.1,27.4,2.68e-13,77.0,51543.0
k141_26677,4291,4.291,246,54.24,12.64,QKF94686.1,24.5,2.65e-14,75.9,3070911.0
k141_85921,7537,7.537,432,95.26,12.64,ARF09969.1,34.5,2.08e-21,100.0,1977633.0
k141_49283,2198,2.198,126,27.78,12.64,AYV80835.1,26.1,3.12e-11,65.5,2487768.0
k141_74622,3140,3.14,180,39.69,12.64,BAD00047.1,23.1,3.45e-18,92.4,3052230.0
k141_35201,6508,6.508,373,82.25,12.64,QFG74393.1,26.8,1.86e-12,69.7,1737588.0
k141_61022,1500,1.5,86,18.96,12.64,AUI39789.1,50.9,6.59e-38,130.0,47929.0
k141_77468,4465,4.465,256,56.45,12.64,AUL79276.2,49.1,1.68e-107,319.0,
k141_135508,8010,8.01,459,101.21,12.64,XDO02353.1,29.7,1.86e-27,109.0,3240092.0
k141_23735,6055,6.055,347,76.51,12.64,AYV80835.1,30.6,5.83e-07,50.4,2487768.0
k141_158073,2899,2.899,166,36.6,12.63,AYV81995.1,30.1,3.55e-20,92.4,2487769.0
k141_96057,4782,4.782,274,60.42,12.63,AYV81995.1,43.6,1.0800000000000001e-64,222.0,2487769.0
k141_68461,6370,6.37,365,80.48,12.63,QBK92099.1,49.2,1e-98,296.0,2506594.0
k141_139607,4049,4.049,232,51.16,12.63,QFG74551.1,30.3,2.3e-25,106.0,1737588.0
k141_78239,3353,3.353,192,42.34,12.63,QBK88329.1,32.4,1.94e-21,93.2,2506606.0
k141_160076,1886,1.886,108,23.81,12.63,QDH89688.1,43.8,4.18e-17,80.9,2587224.0
k141_92648,4209,4.209,241,53.14,12.63,QBK91883.1,37.3,1.97e-50,173.0,2506594.0
k141_31111,6671,6.671,382,84.23,12.63,CAE02702.1,29.0,6.15e-29,122.0,4952.0
k141_79702,1328,1.328,76,16.76,12.62,QKU33701.1,32.5,2.4300000000000003e-56,204.0,
k141_2209,3825,3.825,219,48.29,12.62,QKU35065.1,29.8,5.76e-08,55.8,
k141_14962,1328,1.328,76,16.76,12.62,XAO13562.1,58.2,6.31e-94,293.0,3111543.0
k141_93884,2655,2.655,152,33.52,12.62,QFR35755.1,33.7,1.55e-08,59.7,2358305.0
k141_158563,6043,6.043,346,76.29,12.62,ARF12058.1,27.3,2.7e-30,125.0,1977640.0
k141_121514,1328,1.328,76,16.76,12.62,QBK86013.1,26.0,3.23e-09,60.8,2506602.0
k141_107842,3424,3.424,196,43.22,12.62,AYV82542.1,30.2,7.42e-23,98.2,2487770.0
k141_110778,1066,1.066,61,13.45,12.62,QOI90522.1,26.2,3.1499999999999997e-34,136.0,455367.0
k141_167683,2831,2.831,162,35.72,12.62,AYV85227.1,28.4,6.85e-06,52.8,2487771.0
k141_43214,1713,1.713,98,21.61,12.61,QFG74471.1,33.2,3.41e-67,236.0,1737588.0
k141_133353,11509,11.509,658,145.09,12.61,SPN79811.1,29.1,5.18e-19,89.4,2126980.0
k141_120206,1819,1.819,104,22.93,12.61,AHA55176.1,26.8,9.8e-22,98.2,1421422.0
k141_4467,3059,3.059,175,38.59,12.61,YP_009001267.1,23.2,1.32e-06,50.4,1450746.0
k141_84143,1242,1.242,71,15.66,12.61,AQQ73943.1,46.2,9.580000000000001e-31,111.0,1958810.0
k141_69274,7574,7.574,433,95.48,12.61,QKU34430.1,31.2,7.84e-66,231.0,
k141_85090,5385,5.385,308,67.91,12.61,YP_009701767.1,29.7,7.46e-27,119.0,42683.0
k141_109808,6573,6.573,376,82.91,12.61,BFT93230.1,35.9,1.6200000000000003e-27,108.0,3349365.0
k141_99945,2799,2.799,160,35.28,12.6,QOR60244.1,34.6,5.749999999999999e-52,183.0,2530038.0
k141_118717,5950,5.95,340,74.97,12.6,AYV77848.1,46.6,9.33e-37,130.0,2487765.0
k141_170644,4251,4.251,243,53.58,12.6,ACS71538.1,28.8,1.08e-11,65.9,137758.0
k141_74342,1522,1.522,87,19.18,12.6,QBK85983.1,38.2,7.05e-09,51.6,2506602.0
k141_36368,7698,7.698,440,97.02,12.6,QFG74152.1,30.6,8.23e-18,85.5,1737588.0
k141_11420,4043,4.043,231,50.94,12.6,QPI16506.1,37.4,4.03e-16,76.3,2763269.0
k141_53301,2695,2.695,154,33.96,12.6,CAD61259.1,38.8,1.3899999999999999e-68,231.0,7955.0
k141_29614,17775,17.775,1016,224.03,12.6,AYV83017.1,43.7,5.34e-50,168.0,2487770.0
k141_119820,2327,2.327,133,29.33,12.6,SPN79811.1,26.3,1.28e-07,57.4,2126980.0
k141_136298,1645,1.645,94,20.73,12.6,ADX06521.1,28.5,1.19e-17,83.6,938083.0
k141_89333,1278,1.278,73,16.1,12.6,AYV81995.1,42.4,2.2e-07,51.2,2487769.0
k141_50254,1330,1.33,76,16.76,12.6,AYV78622.1,27.9,2.78e-08,55.5,2487765.0
k141_69060,1366,1.366,78,17.2,12.59,WIL04310.1,29.9,2.59e-11,66.6,3032484.0
k141_50669,3414,3.414,195,43.0,12.59,QBK86945.1,60.1,2.22e-98,291.0,2506604.0
k141_80594,1857,1.857,106,23.37,12.59,ARF08270.1,24.9,1.8e-12,70.5,1977631.0
k141_170691,1121,1.121,64,14.11,12.59,WLY67778.1,32.6,4.1e-57,204.0,4932.0
k141_155658,1629,1.629,93,20.51,12.59,QOI90522.1,40.4,1.39e-101,321.0,455367.0
k141_60637,1699,1.699,97,21.39,12.59,XKM50828.1,34.4,1.87e-06,53.5,3378374.0
k141_167490,3942,3.942,225,49.61,12.59,WZH59581.1,30.8,3.36e-06,49.7,3130402.0
k141_43983,1244,1.244,71,15.66,12.58,QKU34514.1,36.1,1.16e-12,70.1,
k141_174286,6118,6.118,349,76.95,12.58,AUI39789.1,37.6,1.57e-21,88.6,47929.0
k141_179821,2524,2.524,144,31.75,12.58,AYV86642.1,29.6,1.2999999999999998e-23,107.0,2487774.0
k141_20285,7347,7.347,419,92.39,12.58,WIL04310.1,28.3,1.32e-13,77.8,3032484.0
k141_145017,3366,3.366,192,42.34,12.58,QKF94547.1,30.0,2.12e-30,117.0,3070911.0
k141_161599,16177,16.177,923,203.52,12.58,AYV86642.1,28.8,1.89e-18,92.0,2487774.0
k141_86528,1122,1.122,64,14.11,12.58,UZT29310.1,28.1,4.13e-10,60.5,2809609.0
k141_52454,1209,1.209,69,15.21,12.58,QKF93461.1,35.3,5.0200000000000004e-57,200.0,3070911.0
k141_149906,1297,1.297,74,16.32,12.58,YP_003969745.1,29.0,5.07e-20,95.5,693272.0
k141_175785,5422,5.422,309,68.13,12.57,QOR60244.1,34.1,7.95e-65,221.0,2530038.0
k141_3924,3281,3.281,187,41.23,12.57,AAL47009.1,47.9,4.66e-143,422.0,6183.0
k141_75603,2824,2.824,161,35.5,12.57,QBK89352.1,28.1,1.43e-13,70.1,2506609.0
k141_44994,1631,1.631,93,20.51,12.57,QBK92099.1,44.8,3e-77,241.0,2506594.0
k141_32668,6436,6.436,367,80.92,12.57,APU89000.1,35.5,3.45e-07,48.9,1924548.0
k141_117123,1351,1.351,77,16.98,12.57,QKF94073.1,44.4,8.900000000000001e-32,124.0,3070911.0
k141_115147,2246,2.246,128,28.22,12.57,AYV81649.1,32.7,9.8e-13,68.9,2487768.0
k141_133954,2844,2.844,162,35.72,12.56,XKM49628.1,49.7,4.5e-113,346.0,3378370.0
k141_66106,2457,2.457,140,30.87,12.56,YP_009041983.1,33.7,2.34e-44,162.0,1504288.0
k141_27275,2669,2.669,152,33.52,12.56,AYV81037.1,41.0,9.539999999999999e-42,146.0,2487768.0
k141_120306,4160,4.16,237,52.26,12.56,QBK86751.1,38.9,2.76e-29,117.0,2506604.0
k141_49618,2229,2.229,127,28.0,12.56,XDO02353.1,26.0,2.13e-16,79.3,3240092.0
k141_86464,8923,8.923,508,112.01,12.55,QFG74185.1,24.7,7.410000000000001e-27,115.0,1737588.0
k141_162028,2531,2.531,144,31.75,12.55,YP_009430286.1,32.0,6.23e-50,178.0,1349409.0
k141_153120,17031,17.031,969,213.66,12.55,QBK88952.1,31.2,9.119999999999999e-48,171.0,2506609.0
k141_179896,1986,1.986,113,24.92,12.55,ATZ80885.1,33.8,1.22e-30,124.0,2024608.0
k141_25202,1652,1.652,94,20.73,12.55,SPN79811.1,27.8,2.36e-14,75.5,2126980.0
k141_47086,3428,3.428,195,43.0,12.54,ARF09593.1,34.0,5.44e-12,64.7,1977633.0
k141_52357,1495,1.495,85,18.74,12.54,ATZ80629.1,40.4,2.9099999999999996e-48,167.0,2024608.0
k141_94855,2233,2.233,127,28.0,12.54,AYV82238.1,32.7,1.53e-15,77.8,2487769.0
k141_113484,1248,1.248,71,15.66,12.54,AYV82371.1,22.8,9.46e-06,52.0,2487769.0
k141_58790,2022,2.022,115,25.36,12.54,QDY52194.1,29.6,9.22e-12,69.3,2596887.0
k141_26882,4519,4.519,257,56.67,12.54,WGU26825.1,37.6,1.3e-62,211.0,4568.0
k141_1609,3656,3.656,208,45.86,12.54,QKU34499.1,22.8,6.13e-15,80.5,
k141_27446,5294,5.294,301,66.37,12.54,AAU93529.1,49.2,3.9e-102,308.0,4577.0
k141_146182,1126,1.126,64,14.11,12.53,QFG74726.1,33.0,6.48e-32,122.0,1737588.0
k141_151544,1003,1.003,57,12.57,12.53,YP_009001498.1,25.1,4.17e-20,93.6,62099.0
k141_88253,1038,1.038,59,13.01,12.53,AYV81270.1,30.1,1.06e-06,54.3,2487768.0
k141_118873,1126,1.126,64,14.11,12.53,AYV75523.1,25.8,7.55e-18,89.4,2487775.0
k141_177030,1373,1.373,78,17.2,12.53,QDY52178.1,47.0,7.16e-51,166.0,2596887.0
k141_72209,1408,1.408,80,17.64,12.53,AGE56176.1,49.7,7.48e-38,139.0,1278261.0
k141_72890,1179,1.179,67,14.77,12.53,AAK92822.1,57.8,7.87e-94,286.0,3702.0
k141_35293,3889,3.889,221,48.73,12.53,AYV79493.1,27.1,1.81e-57,215.0,2487766.0
k141_94110,1636,1.636,93,20.51,12.53,YP_009041983.1,27.6,1.98e-21,99.8,1504288.0
k141_144485,3501,3.501,199,43.88,12.53,YP_008319475.1,33.0,6.240000000000001e-27,112.0,1349409.0
k141_75655,2535,2.535,144,31.75,12.53,AMD82278.1,32.2,7.91e-08,57.8,254355.0
k141_162127,5192,5.192,295,65.05,12.53,ARF08384.1,55.8,1.67e-07,49.3,1977631.0
k141_138670,6709,6.709,381,84.01,12.52,WZH59499.1,54.5,1.49e-21,85.5,3130360.0
k141_140032,3469,3.469,197,43.44,12.52,QKU34031.1,45.2,2.35e-111,348.0,
k141_72992,10741,10.741,610,134.5,12.52,AYV87083.1,26.5,2.79e-11,72.8,2487774.0
k141_35605,2307,2.307,131,28.89,12.52,AYV84625.1,30.1,1.21e-11,70.1,2487770.0
k141_96192,3433,3.433,195,43.0,12.52,ARF11555.1,30.0,2.63e-12,70.5,1977640.0
k141_16001,1303,1.303,74,16.32,12.52,QFG74102.1,33.3,3.36e-06,49.3,1737588.0
k141_71488,1973,1.973,112,24.7,12.52,YP_002154763.1,32.5,8.13e-09,61.2,39420.0
k141_57565,5581,5.581,317,69.9,12.52,WRJ69620.1,26.9,5.44e-07,55.1,3045048.0
k141_80883,4706,4.706,267,58.87,12.51,CAA38181.1,39.9,6.17e-75,242.0,5547.0
k141_65520,7383,7.383,419,92.39,12.51,QJX71526.1,24.0,6.31e-12,70.9,1477405.0
k141_123662,3138,3.138,178,39.25,12.51,APU88852.1,34.4,9.22e-16,84.3,1924548.0
k141_175243,2627,2.627,149,32.85,12.51,ARF09969.1,45.9,8.99e-15,71.2,1977633.0
k141_134754,1235,1.235,70,15.43,12.5,QBK89776.1,28.9,7.89e-09,57.0,2506586.0
k141_48708,2294,2.294,130,28.66,12.5,AII17121.1,39.8,4.48e-16,76.6,1474867.0
k141_49825,3829,3.829,217,47.85,12.5,QBK87088.1,36.1,1.72e-22,105.0,2506604.0
k141_90233,1182,1.182,67,14.77,12.5,YP_009001498.1,24.6,8e-19,90.5,62099.0
k141_177745,1552,1.552,88,19.4,12.5,QFG74489.1,39.5,3.07e-58,194.0,1737588.0
k141_91158,7461,7.461,423,93.27,12.5,QFG73691.1,24.9,7.46e-10,63.5,1737588.0
k141_134397,1570,1.57,89,19.62,12.5,QKF93533.1,38.0,6.13e-10,58.2,3070911.0
k141_58487,3280,3.28,186,41.01,12.5,YP_004063473.1,29.4,3.44e-08,55.5,696472.0
k141_150240,7566,7.566,429,94.59,12.5,QBK87088.1,27.7,1.67e-30,130.0,2506604.0
k141_28737,2294,2.294,130,28.66,12.5,XKM46455.1,32.6,5.7600000000000005e-27,112.0,3378357.0
k141_8277,2575,2.575,146,32.19,12.5,ULY68573.1,28.0,1.19e-15,78.6,2922419.0
k141_28013,2543,2.543,144,31.75,12.49,QKF94144.1,36.8,1.16e-61,211.0,3070911.0
k141_171981,2366,2.366,134,29.55,12.49,AYV77025.1,55.3,2.7399999999999998e-62,209.0,2487763.0
k141_166444,2453,2.453,139,30.65,12.49,QKF94144.1,37.2,2.97e-60,208.0,3070911.0
k141_53043,7097,7.097,402,88.64,12.49,CCQ71111.1,22.1,4.25e-18,91.7,51543.0
k141_63719,9161,9.161,519,114.44,12.49,YP_009001498.1,26.7,7.78e-16,82.4,62099.0
k141_68011,4960,4.96,281,61.96,12.49,WRJ69537.1,25.2,4.02e-06,52.8,3045048.0
k141_136270,5049,5.049,286,63.06,12.49,BBI30359.1,33.1,6.64e-58,201.0,3114988.0
k141_129817,1201,1.201,68,14.99,12.48,QOR60244.1,38.6,6.26e-22,94.0,2530038.0
k141_163580,2208,2.208,125,27.56,12.48,WGU26824.1,35.9,3.98e-33,130.0,4568.0
k141_25234,3232,3.232,183,40.35,12.48,WGU26825.1,25.6,3.11e-15,81.6,4568.0
k141_12529,1290,1.29,73,16.1,12.48,CBX20916.1,25.5,4.04e-06,50.8,455367.0
k141_19657,3197,3.197,181,39.91,12.48,ARF12625.1,28.2,9.29e-28,121.0,1977640.0
k141_165354,8410,8.41,476,104.96,12.48,QKF93592.1,43.4,9.76e-102,322.0,3070911.0
k141_123014,2826,2.826,160,35.28,12.48,WGU26825.1,26.2,5.04e-13,74.3,4568.0
k141_58562,7300,7.3,413,91.07,12.47,QKF93652.1,24.5,1.56e-08,58.5,3070911.0
k141_57436,9091,9.091,514,113.34,12.47,QFG74616.1,27.0,3.13e-39,149.0,1737588.0
k141_32220,1415,1.415,80,17.64,12.47,AYV84599.1,42.2,1.31e-28,122.0,2487770.0
k141_106093,1238,1.238,70,15.43,12.47,WZO95476.1,27.7,1.4e-32,130.0,2809302.0
k141_122714,1096,1.096,62,13.67,12.47,CAK7597275.1,27.8,1.64e-06,48.1,3072188.0
k141_60025,1397,1.397,79,17.42,12.47,WZO86892.1,38.4,1.51e-09,60.1,2809302.0
k141_61504,1770,1.77,100,22.05,12.46,QFG74015.1,31.7,2.59e-14,78.2,1737588.0
k141_165700,1044,1.044,59,13.01,12.46,QBK89352.1,44.3,2.72e-16,75.1,2506609.0
k141_141888,2938,2.938,166,36.6,12.46,QKU34530.1,42.1,8.19e-101,315.0,
k141_136012,1009,1.009,57,12.57,12.46,QBK87088.1,34.4,3.1e-17,84.7,2506604.0
k141_32524,1966,1.966,111,24.48,12.45,QKF93746.1,42.9,1.56e-08,60.1,3070911.0
k141_106217,5915,5.915,334,73.65,12.45,AYV75222.1,24.7,8.45e-10,65.5,2487775.0
k141_85086,3809,3.809,215,47.41,12.45,QKF93592.1,43.4,6.05e-191,562.0,3070911.0
k141_140885,4497,4.497,254,56.01,12.45,ADX06521.1,31.0,3.76e-11,68.2,938083.0
k141_176508,4996,4.996,282,62.18,12.45,UYE94456.1,36.5,1.54e-15,70.9,251749.0
k141_94230,1187,1.187,67,14.77,12.45,YP_009430141.1,36.0,1.4400000000000001e-21,96.3,1349410.0
k141_174013,2303,2.303,130,28.66,12.45,CAD45443.1,41.7,2.03e-13,63.5,206392.0
k141_177343,1098,1.098,62,13.67,12.45,YP_009174619.1,32.8,4.48e-07,54.3,1586714.0
k141_170034,6064,6.064,342,75.41,12.44,YP_009552607.1,30.2,5.71e-14,77.0,1046267.0
k141_60130,3882,3.882,219,48.29,12.44,QDY52462.1,26.3,3.37e-23,104.0,2596887.0
k141_170974,1170,1.17,66,14.55,12.44,WZO84907.1,34.0,5.62e-09,57.8,2809302.0
k141_139695,2641,2.641,149,32.85,12.44,AUF82510.1,35.9,1.53e-41,154.0,2060617.0
k141_93198,2747,2.747,155,34.18,12.44,ARF09888.1,33.2,4.7699999999999996e-30,127.0,1977633.0
k141_78006,2091,2.091,118,26.02,12.44,QDY52036.1,26.7,5.98e-18,90.5,2596887.0
k141_86779,6400,6.4,361,79.6,12.44,AYV76580.1,32.0,1.16e-35,132.0,2487775.0
k141_150533,3298,3.298,186,41.01,12.44,WZO84186.1,39.9,2.9999999999999997e-74,236.0,2809302.0
k141_21887,8791,8.791,496,109.37,12.44,AYV76921.1,34.7,1.8200000000000001e-31,133.0,2487763.0
k141_75714,1329,1.329,75,16.54,12.44,AYV81995.1,40.7,3.37e-18,83.2,2487769.0
k141_78430,1276,1.276,72,15.88,12.44,YP_009001498.1,38.5,4.25e-12,68.2,62099.0
k141_151609,1825,1.825,103,22.71,12.44,BAF44535.2,36.6,2.42e-13,69.7,1239565.0
k141_108123,4713,4.713,266,58.65,12.44,AYV82542.1,30.6,3.36e-14,74.3,2487770.0
k141_7522,4590,4.59,259,57.11,12.44,QBK87088.1,30.3,5.24e-24,110.0,2506604.0
k141_10553,4401,4.401,248,54.68,12.43,QDY52400.1,23.8,5.55e-10,64.7,2596887.0
k141_75043,3512,3.512,198,43.66,12.43,QQV29407.1,28.7,1.37e-14,82.0,1859492.0
k141_39455,1881,1.881,106,23.37,12.43,QBK92180.1,47.3,6.11e-34,126.0,2506594.0
k141_63438,7663,7.663,432,95.26,12.43,AYV83487.1,26.0,7.86e-08,58.2,2487770.0
k141_178321,4666,4.666,263,57.99,12.43,ATZ80445.1,27.2,6.42e-09,62.0,2024608.0
k141_73161,5094,5.094,287,63.28,12.42,QKF94547.1,33.9,1.25e-27,110.0,3070911.0
k141_50228,2609,2.609,147,32.41,12.42,AYV79923.1,45.2,9.11e-08,50.4,2487767.0
k141_95265,3159,3.159,178,39.25,12.42,QPI16506.1,39.2,4.0199999999999993e-23,94.7,2763269.0
k141_110812,6762,6.762,381,84.01,12.42,QBZ81682.1,37.1,1.2800000000000002e-47,176.0,2568002.0
k141_141716,4490,4.49,253,55.79,12.42,ABY48135.1,29.0,6.41e-25,112.0,3880.0
k141_109393,3000,3.0,169,37.26,12.42,UIB20846.1,36.2,1.71e-19,83.2,2905229.0
k141_46837,1385,1.385,78,17.2,12.42,QOI90270.1,33.2,4.01e-28,111.0,3134525.0
